9.9914,10.064
10.008,10.052
10,10.059
9.9895,10.057
9.9898,10.072
9.9926,10.057
10.004,10.055
9.9836,10.056
10.002,10.054
9.9774,10.073
9.9788,10.066
9.9887,10.068
9.9865,10.066
9.9832,10.059
10.004,10.057
9.9796,10.062
10.003,10.052
10.002,10.054
9.999,10.067
10.009,10.059
10.006,10.07
9.9887,10.059
9.9942,10.077
10.008,10.036
9.9962,10.051
9.9911,10.071
10.008,10.077
10.01,10.057
10.002,10.077
10.006,10.051
9.9952,10.066
10.006,10.058
10.008,10.057
9.9926,10.069
10.012,10.074
9.9958,10.058
9.995,10.06
9.9942,10.078
10.003,10.059
10.005,10.037
12.06,9.9763
12.062,9.9767
12.071,9.9801
12.059,9.9732
12.07,9.973
12.066,9.9748
12.075,10.026
12.061,9.9562
12.051,9.9791
12.07,9.9694
12.036,9.9791
12.073,10.041
12.071,9.976
12.075,9.9754
12.067,9.9692
12.07,9.9807
12.073,9.9808
12.058,9.9659
12.052,9.9731
12.044,9.9757
12.063,9.9599
12.048,9.984
12.061,9.9639
12.056,9.97
12.051,9.9841
12.068,10.039
12.047,9.9668
12.079,9.9699
12.07,10.042
12.066,9.9693
12.055,9.9644
12.053,9.9772
12.062,9.9708
12.047,9.9778
12.067,9.9736
12.059,9.9657
12.056,9.9758
12.068,9.9735
12.065,9.9863
12.068,10.023
11.2,11.597
11.188,11.597
11.192,11.599
11.196,11.594
11.196,11.601
11.189,11.604
11.19,11.604
11.204,11.583
11.19,11.594
11.195,11.585
11.207,11.609
11.196,11.604
11.194,11.609
11.193,11.608
11.205,11.609
11.196,11.587
11.183,11.603
11.194,11.603
11.201,11.609
11.188,11.598
11.19,11.62
11.189,11.594
11.208,11.593
11.195,11.613
11.2,11.599
11.197,11.604
11.205,11.6
11.189,11.587
11.193,11.601
11.204,11.613
11.188,11.595
11.214,11.623
11.195,11.579
11.208,11.597
11.197,11.604
11.207,11.608
11.202,11.596
11.199,11.604
11.182,11.602
11.206,11.606
9.5962,11.883
9.5727,11.874
9.5693,11.861
9.5939,11.887
9.5832,11.862
9.5925,11.87
9.5658,11.847
11.178,11.593
9.5821,11.879
9.5832,11.861
9.5747,11.866
9.6025,11.874
9.5635,11.884
9.5776,11.878
9.5824,11.875
9.5847,11.871
9.5752,11.875
9.586,11.868
9.5949,11.87
9.5926,11.876
9.5759,11.882
9.5892,11.882
9.5724,11.879
9.5759,11.85
9.5726,11.874
9.5903,11.864
9.5738,11.86
9.5863,11.873
9.5675,11.867
9.5632,11.886
9.5975,11.881
9.5941,11.87
9.5796,11.864
9.5857,11.861
9.5779,11.874
9.5926,11.874
9.5938,11.861
9.5642,11.867
9.5645,11.87
11.154,11.607
8.1321,10.839
8.1401,10.83
8.1415,10.833
8.1402,10.835
8.137,10.836
8.1351,10.847
8.1379,10.843
8.1487,10.846
8.1492,10.832
8.1453,10.826
8.1383,10.835
8.1324,10.839
8.1332,10.853
8.1306,10.84
8.1433,10.818
8.1379,10.834
8.1374,10.819
8.1388,10.835
8.1368,10.838
8.1383,10.84
8.1391,10.842
8.1531,10.847
8.1431,10.836
8.1091,10.814
8.1412,10.855
8.1517,10.846
8.1341,10.846
8.1357,10.831
8.1496,10.854
8.139,10.844
8.1323,10.852
8.1266,10.841
8.1347,10.836
8.1341,10.843
8.1354,10.85
8.1402,10.847
8.1463,10.837
8.1425,10.843
8.1435,10.836
8.1418,10.824
8.092,9.0748
8.0897,9.0527
8.0979,9.0585
8.0948,9.0641
8.105,9.0483
8.1134,9.0425
8.095,9.0423
8.0733,9.0664
8.0967,9.0472
8.082,9.0713
8.0957,9.0571
8.1034,9.0572
8.0934,9.0679
